,VRYieldVOl,row,col,CropSeason,CropName,Relative_Elevation1,Slope1,TRI1,TPI1,Elevation1,SeedingDensity,SeedingDensity_missing,Application_1_N_rate,Application_1_N_date,Application_2_N_rate,Application_2_N_date,Application_3_N_rate,Application_3_N_date,Application_4_N_rate,Application_4_N_date,Application_5_N_rate,Application_5_N_date,Application_6_N_rate,Application_6_N_date,Application_7_N_rate,Application_7_N_date,Application_8_N_rate,Application_8_N_date,Application_9_N_rate,Application_9_N_date,Application_10_N_rate,Application_10_N_date,ph_mean_30_60,clay_mean_30_60,silt_mean_30_60,sand_mean_30_60,ksat_mean_30_60,om_mean_30_60,GDD2,Precipitation2,GDD3,Precipitation3,GDD4,Precipitation4,GDD5,Precipitation5,GDD6,Precipitation6,GDD7,Precipitation7,GDD8,Precipitation8,GDD9,Precipitation9,GDD10,Precipitation10,GDD11,Precipitation11,Trait1,Trait2,Trait3,Trait4,Trait5,FIPSCode,PlantingDay1,HarvestDay
10,80.63171,56,18,2008,SORGHUM,-1.240056634,,0.556073189,1.048570395,53.16188431,0,0,0,43,0,129,0,115,6.945193939,134,0.199648142,140,0,122,0,181,0,125,0,150,77.58855972,74,7.53841877,41.67388916,23.73578644,31.16685295,0.539286017,1.158501387,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
11,67.714424,56,19,2008,SORGHUM,-1.303779483,,0.645938754,0.834979177,53.07329941,0,0,0,43,0,129,0,115,7.274346466,134,0.195184791,140,0,122,0,181,0,125,0,150,80.9368784,74,7.53841877,41.67388916,23.73578644,31.16685295,0.539286017,1.158501387,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
12,78.70992,56,20,2008,SORGHUM,-1.643624425,,0.57655257,0.272102118,52.6008606,0,0,0,43,0,129,0,115,6.408719177,134,0.194495249,140,0,122,0,181,0,125,0,150,79.08952732,74,7.53841877,41.67388916,23.73578644,31.16685295,0.539286017,1.158501387,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
13,84.2604,56,21,2008,SORGHUM,-1.76398766,,0.608288348,-0.005321884,52.43353653,0,0,0,43,0,129,0,115,6.138835831,134,0.19370414,140,0,122,0,181,0,125,0,150,80.04206772,74,7.53841877,41.67388916,23.73578644,31.16685295,0.539286017,1.158501387,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
14,90.31221,56,22,2008,SORGHUM,-1.863108873,,0.582466304,-0.251915455,52.29574203,0,0,0,43,0,129,0,115,6.57425354,134,0.199290001,140,0,122,0,181,0,125,0,150,82.98627834,74,7.53841877,41.67388916,23.73578644,31.16685295,0.539286017,1.158501387,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
15,91.22534,56,23,2008,SORGHUM,-2.151033401,,0.412263662,-0.801633954,51.89548111,0,0,0,43,0,129,0,115,6.956988068,134,0.192720592,140,0,122,0,181,0,125,0,150,80.85028381,74,7.53841877,41.67388916,23.73578644,31.16685295,0.539286017,1.158501387,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
16,92.66582,56,24,2008,SORGHUM,-2.158115864,,0.340070456,-0.860570133,51.88563538,0,0,0,43,0,129,0,115,6.674412308,134,0.190972674,140,0,122,0,181,0,125,0,150,79.49363537,74,7.53841877,41.67388916,23.73578644,31.16685295,0.539286017,1.158501387,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
17,98.62025,56,25,2008,SORGHUM,-2.33983922,,0.377940297,-1.168176174,51.63301086,0,0,0,43,0,129,0,115,6.739668274,134,0.191448402,140,0,122,0,181,0,125,0,150,80.96574326,74,7.53841877,41.67388916,23.73578644,31.16685295,0.539286017,1.158501387,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
18,104.87012,56,26,2008,SORGHUM,-2.514480114,,0.628911078,-1.448495626,51.39023209,0,0,0,43,0,129,0,115,6.826955185,134,0.195008397,140,0,122,0,181,0,125,0,150,81.4853056,74,7.53841877,41.67388916,23.73578644,31.16685295,0.539286017,1.158501387,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
19,93.11243,56,27,2008,SORGHUM,-2.420078516,,0.698390007,-1.349078298,51.5214653,0,0,0,43,0,129,0,115,6.816538391,134,0.191138375,140,0,122,0,181,0,125,0,150,81.54303532,74,7.552457809,43.01467514,24.47272682,29.11867714,0.540279508,1.201997042,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
20,83.223854,56,28,2008,SORGHUM,-2.12271452,,0.584697306,-1.004080296,51.93484879,0,0,0,43,0,129,0,115,6.971056747,134,0.199808502,140,0,122,0,181,0,125,0,150,82.98627834,74,7.552457809,43.01467514,24.47272682,29.11867714,0.540279508,1.201997042,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
21,72.0024,56,29,2008,SORGHUM,-1.952790618,,0.556982517,-0.866505861,52.1710701,0,0,0,43,0,129,0,115,7.039605179,134,0.196825814,140,0,122,0,181,0,125,0,150,82.23579197,74,7.552457809,43.01467514,24.47272682,29.11867714,0.540279508,1.201997042,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
22,80.51458,56,30,2008,SORGHUM,-1.572824597,,0.435742408,-0.329785377,52.6992836,0,0,0,43,0,129,0,115,6.666749115,134,0.198760819,140,0,122,0,181,0,125,0,150,81.80281906,74,7.552457809,43.01467514,24.47272682,29.11867714,0.540279508,1.201997042,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
23,73.4372,56,31,2008,SORGHUM,-1.518541455,,0.377447546,-0.327348828,52.77474594,0,0,0,43,0,129,0,115,6.738051682,134,0.199509168,140,0,122,0,181,0,125,0,150,80.18639202,74,7.552457809,43.01467514,24.47272682,29.11867714,0.540279508,1.201997042,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
24,72.38659,56,32,2008,SORGHUM,-1.523261189,,0.356225073,-0.434455335,52.76818466,0,0,0,43,0,129,0,115,6.870060043,134,0.199535894,140,0,122,0,181,0,125,0,150,80.07093258,74,7.552457809,43.01467514,24.47272682,29.11867714,0.540279508,1.201997042,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
25,71.55029,56,33,2008,SORGHUM,-1.379299045,,0.275157332,-0.297583222,52.96831512,0,0,0,43,0,129,0,115,6.485230408,134,0.19896394,140,0,122,0,181,0,125,0,150,79.72455425,74,7.552457809,43.01467514,24.47272682,29.11867714,0.540279508,1.201997042,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
26,81.1266,56,34,2008,SORGHUM,-1.249496222,,0.234021291,-0.198405579,53.14876175,0,0,0,43,0,129,0,115,6.705842667,134,0.192624378,140,0,122,0,181,0,125,0,150,81.39871101,74,7.552457809,43.01467514,24.47272682,29.11867714,0.540279508,1.201997042,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
27,80.76674,56,35,2008,SORGHUM,-1.207015276,,0.237330601,-0.264169097,53.20781708,0,0,0,43,0,129,0,115,6.63118782,134,0.194195902,140,0,122,0,181,0,125,0,150,81.45644073,74,7.552457809,43.01467514,24.47272682,29.11867714,0.540279508,1.201997042,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
28,75.431435,56,36,2008,SORGHUM,-1.110253811,,0.202256352,-0.228922039,53.34233093,0,0,0,43,0,129,0,115,6.812586899,134,0.194217288,140,0,122,0,181,0,125,0,150,78.22358665,74,7.545585632,43.6640892,24.91771126,28.08125114,0.536720395,1.231211424,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
29,63.38262,56,37,2008,SORGHUM,-0.947412431,,0.206676915,-0.011766175,53.56870651,0,0,0,43,0,129,0,115,6.802170105,134,0.193618608,140,0,122,0,181,0,125,0,150,80.21525688,74,7.545585632,43.6640892,24.91771126,28.08125114,0.536720395,1.231211424,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
30,73.57285,56,38,2008,SORGHUM,-0.97809118,,0.215649813,-0.269414932,53.5260582,0,0,0,43,0,129,0,115,6.820788956,134,0.193517053,140,0,122,0,181,0,125,0,150,82.84195404,74,7.545585632,43.6640892,24.91771126,28.08125114,0.536720395,1.231211424,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
31,68.848305,56,39,2008,SORGHUM,-0.975731254,,0.228616714,-0.461790472,53.52933884,0,0,0,43,0,129,0,115,6.992130127,134,0.194917524,140,0,122,0,181,0,125,0,150,80.99460812,74,7.545585632,43.6640892,24.91771126,28.08125114,0.536720395,1.231211424,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
32,72.71539,56,40,2008,SORGHUM,-0.83884877,,0.182077259,-0.277002722,53.71962738,0,0,0,43,0,129,0,115,6.792231827,134,0.196339381,140,0,122,0,181,0,125,0,150,83.73675957,74,7.545585632,43.6640892,24.91771126,28.08125114,0.536720395,1.231211424,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
33,76.47766,56,41,2008,SORGHUM,-0.779848516,,0.179341212,-0.290054262,53.80164719,0,0,0,43,0,129,0,115,6.802588806,134,0.19896394,140,0,122,0,181,0,125,0,150,80.73482437,74,7.545585632,43.6640892,24.91771126,28.08125114,0.536720395,1.231211424,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
34,66.927086,56,42,2008,SORGHUM,-0.966291666,,0.311065793,-0.949955523,53.5424614,0,0,0,43,0,129,0,115,6.889457016,134,0.194302809,140,0,122,0,181,0,125,0,150,77.96380291,74,7.545585632,43.6640892,24.91771126,28.08125114,0.536720395,1.231211424,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
35,80.781044,56,43,2008,SORGHUM,-0.888409436,,0.246716648,-0.890512347,53.65073013,0,0,0,43,0,129,0,115,6.854853287,134,0.194799924,140,0,122,0,181,0,125,0,150,79.89774342,74,7.545585632,43.6640892,24.91771126,28.08125114,0.536720395,1.231211424,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
36,75.02156,56,44,2008,SORGHUM,-0.900211692,,0.2974976,-1.030295968,53.63432312,0,0,0,43,0,129,0,115,6.736554718,134,0.193116152,140,0,122,0,181,0,125,0,150,82.17806225,74,7.545585632,43.6640892,24.91771126,28.08125114,0.536720395,1.231211424,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
37,79.69463,56,45,2008,SORGHUM,-0.624084055,,0.207204789,-0.445129633,54.01818466,0,0,0,43,0,129,0,115,6.633582535,134,0.196312654,140,0,122,0,181,0,125,0,150,80.82141895,74,7.617961884,44.32962036,25.46388626,27.0170536,0.406424403,1.221640468,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
38,74.872246,56,46,2008,SORGHUM,-0.822329462,,0.329006165,-1.063420296,53.74259186,0,0,0,43,0,129,0,115,6.68123703,134,0.192827499,140,0,122,0,181,0,125,0,150,83.96767845,74,7.617961884,44.32962036,25.46388626,27.0170536,0.406424403,1.221640468,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
39,89.978874,56,47,2008,SORGHUM,-0.602844954,,0.239791855,-0.63888824,54.04771042,0,0,0,43,0,129,0,115,6.540248489,134,0.191640842,140,0,122,0,181,0,125,0,150,80.82141895,74,7.617961884,44.32962036,25.46388626,27.0170536,0.406424403,1.221640468,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
40,93.15942,56,48,2008,SORGHUM,-0.678367257,,0.332489401,-0.944621384,53.94272232,0,0,0,43,0,129,0,115,6.640347443,134,0.194719744,140,0,122,0,181,0,125,0,150,83.36152153,74,7.617961884,44.32962036,25.46388626,27.0170536,0.406424403,1.221640468,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
41,82.36016,56,49,2008,SORGHUM,-0.39515993,,0.288300395,-0.322862715,54.33642578,0,0,0,43,0,129,0,115,6.610952377,134,0.202032161,140,0,122,0,181,0,125,0,150,79.46477051,74,7.617961884,44.32962036,25.46388626,27.0170536,0.406424403,1.221640468,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
42,85.25129,56,50,2008,SORGHUM,-0.357398778,,0.2602112,-0.338695586,54.38891983,0,0,0,43,0,129,0,115,6.564734497,134,0.200498056,140,0,122,0,181,0,125,0,150,79.08952732,74,7.617961884,44.32962036,25.46388626,27.0170536,0.406424403,1.221640468,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
43,85.24309,56,51,2008,SORGHUM,-0.383360445,,0.24024123,-0.503790081,54.35282898,0,0,0,43,0,129,0,115,6.532405853,134,0.202235293,140,0,122,0,181,0,125,0,150,78.28131638,74,7.617961884,44.32962036,25.46388626,27.0170536,0.406424403,1.221640468,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
44,79.55061,56,52,2008,SORGHUM,-0.27951929,,0.226292551,-0.339346945,54.49718475,0,0,0,43,0,129,0,115,6.579342575,134,0.197055662,140,0,122,0,181,0,125,0,150,81.9182785,74,7.617961884,44.32962036,25.46388626,27.0170536,0.406424403,1.221640468,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
45,87.878075,56,53,2008,SORGHUM,-0.40223965,,0.297409981,-0.74716568,54.32658386,0,0,0,43,0,129,0,115,6.802170105,134,0.194409716,140,0,122,0,181,0,125,0,150,82.17806225,74,7.617961884,44.32962036,25.46388626,27.0170536,0.406424403,1.221640468,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
46,87.76084,56,54,2008,SORGHUM,-0.201637074,,0.217377126,-0.372651786,54.60545349,0,0,0,43,0,129,0,115,6.875028915,134,0.198381305,140,0,122,0,181,0,125,0,150,82.38011627,74,7.630757809,44.71131516,25.69157219,26.3423481,0.345151782,1.219648004,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
47,85.67317,56,55,2008,SORGHUM,-0.121394955,,0.24240315,-0.288983673,54.71700287,0,0,0,43,0,129,0,115,6.769002991,134,0.198461485,140,0,122,0,181,0,125,0,150,81.94714336,74,7.630757809,44.71131516,25.69157219,26.3423481,0.345151782,1.219648004,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
48,86.95232,56,56,2008,SORGHUM,-0.385720342,,0.413341135,-1.115067005,54.34954834,0,0,0,43,0,129,0,115,6.709734344,134,0.1904809,140,0,122,0,181,0,125,0,150,80.44617577,74,7.630757809,44.71131516,25.69157219,26.3423481,0.345151782,1.219648004,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
49,95.159424,56,57,2008,SORGHUM,-0.173315525,,0.255217433,-0.707616985,54.64482498,0,0,0,43,0,129,0,115,6.584790497,134,0.193223059,140,0,122,0,181,0,125,0,150,79.95547314,74,7.630757809,44.71131516,25.69157219,26.3423481,0.345151782,1.219648004,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
50,109.251465,56,58,2008,SORGHUM,-0.159156114,,0.270330846,-0.790241063,54.66450882,0,0,0,43,0,129,0,115,6.539530182,134,0.195505512,140,0,122,0,181,0,125,0,150,79.72455425,74,7.630757809,44.71131516,25.69157219,26.3423481,0.345151782,1.219648004,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
51,112.443695,56,59,2008,SORGHUM,0.027287042,,0.225337431,-0.374873996,54.92369461,0,0,0,43,0,129,0,115,6.786125412,134,0.19749397,140,0,122,0,181,0,125,0,150,80.64822979,74,7.630757809,44.71131516,25.69157219,26.3423481,0.345151782,1.219648004,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
52,90.639915,56,60,2008,SORGHUM,0.006047932,,0.225375712,-0.53258872,54.89416885,0,0,0,43,0,129,0,115,6.661241379,134,0.196387494,140,0,122,0,181,0,125,0,150,81.22552185,74,7.630757809,44.71131516,25.69157219,26.3423481,0.345151782,1.219648004,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
53,100.09443,56,61,2008,SORGHUM,0.065048203,,0.215820193,-0.446786284,54.97618866,0,0,0,43,0,129,0,115,6.733082809,134,0.193907261,140,0,122,0,181,0,125,0,150,82.43784599,74,7.630757809,44.71131516,25.69157219,26.3423481,0.345151782,1.219648004,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,0,0,0,0,0,-99,68,187
